state,X,vote,reg2,region,race_eth,age,income,edu5,sex,weight,married,pewweight,demVote,fips,postal,GESTCEN,alt.region,new.subregion,white.religion,black_pct,whitenh_pct,hispanic_pct,religion.gallup,religion.composite,turnout.acs.cvap,demTwoPartyShare,otherVoteShare,otherVote,age4,race.region,race.edu,race.age,race.sex,race.sex.edu,race.age.region,race.edu.region,race.sex.age,race.sex.region,sex.edu.region,race.subregion,edu.region,age.region,age3,edu2,age.state,edu.state,race.state
New Jersey,14724,Obama,yes,east,Black,80,"$15,000-$30,000",hs,Female,0.508,Widowed,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,11,12,14,11,112,141,112,114,111,121,101,21,41,4,hs,331,231,1001
New Jersey,4978,Obama,yes,east,Other,47,"$150,000 or more",postgrad,Male,1.5,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,31,34,33,32,324,331,314,323,321,241,301,41,31,3,col,231,131,3001
New Jersey,1066,Obama,yes,east,Hispanic,37,$30-40K,col,Male,2.1378,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,21,21,22,22,221,221,211,222,221,211,201,11,21,1,col,131,131,2001
New Jersey,6403,Romney,yes,east,White,66,"75 to under $100,000",col,Female,1.541666667,Married,0.431425227,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,41,44,41,411,441,411,414,411,111,401,11,41,4,col,331,131,431
New Jersey,11088,Obama,yes,east,Hispanic,33,"Less than $10,000",nohs,Female,2.684687786,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,21,23,22,21,213,221,213,212,211,131,201,31,21,1,hs,131,231,2001
New Jersey,4520,Romney,yes,east,White,76,"75 to under $100,000",postgrad,Female,1.375,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,44,44,41,414,441,414,414,411,141,401,41,41,4,col,331,131,431
New Jersey,58,Romney,yes,east,White,68,OVER $100K,postgrad,Male,0.3693,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,44,44,42,424,441,414,424,421,241,401,41,41,4,col,331,131,431
New Jersey,12554,Other,yes,east,White,52,"$5,000 to $7,499",col,Male,0.34,Not Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,1,3,41,41,43,42,421,431,411,423,421,211,401,11,31,3,col,231,131,431
New Jersey,11576,Obama,yes,east,Hispanic,35,(Refused),somecol,Female,0.889,Not Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,21,25,22,21,215,221,215,212,211,151,201,51,21,1,hs,131,231,2001
New Jersey,4970,Obama,yes,east,Hispanic,31,"40 to under $50,000",postgrad,Male,2.083333333,Never been married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,21,24,22,22,224,221,214,222,221,241,201,41,21,1,col,131,131,2001
New Jersey,11579,Obama,yes,east,White,59,"$20,000 and over",postgrad,Female,0.488,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,41,414,431,414,413,411,141,401,41,31,3,col,231,131,431
New Jersey,7110,Romney,yes,east,White,88,(VOL.) Don't know/Refused,somecol,Male,1.208333333,Widowed,0.338144097,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,45,44,42,425,441,415,424,421,251,401,51,41,4,hs,331,231,431
New Jersey,4834,Romney,yes,east,White,19,"100 to under $150,000",hs,Male,7.041666667,Never been married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,42,41,42,422,411,412,421,421,221,401,21,11,1,hs,131,231,431
New Jersey,3182,Romney,yes,east,White,66,"$150,000 or more",col,Male,1.583333333,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,41,44,42,421,441,411,424,421,211,401,11,41,4,col,331,131,431
New Jersey,11055,Obama,yes,east,White,58,"$150,000 or over",col,Female,0.639211378,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,41,43,41,411,431,411,413,411,111,401,11,31,3,col,231,131,431
New Jersey,11598,Romney,yes,east,White,59,"$7,500 to $9,999",postgrad,Male,0.253,Not Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,3324,Romney,yes,east,White,55,"75 to under $100,000",col,Male,2.25,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,41,43,42,421,431,411,423,421,211,401,11,31,3,col,231,131,431
New Jersey,1081,Romney,yes,east,White,68,$30-40K,somecol,Male,0.3879,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,45,44,42,425,441,415,424,421,251,401,51,41,4,hs,331,231,431
New Jersey,11601,Obama,yes,east,Other,39,"$5,000 to $7,499",postgrad,Male,0.998,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,31,34,32,32,324,321,314,322,321,241,301,41,21,1,col,131,131,3001
New Jersey,3483,Romney,yes,east,Hispanic,38,(VOL.) Don't know/Refused,postgrad,Male,2.458333333,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,21,24,22,22,224,221,214,222,221,241,201,41,21,1,col,131,131,2001
New Jersey,11589,Obama,yes,east,White,85,(Refused),col,Female,0.237,Not Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,41,44,41,411,441,411,414,411,111,401,11,41,4,col,331,131,431
New Jersey,4297,Obama,yes,east,Hispanic,64,"40 to under $50,000",hs,Male,6.541666667,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,21,22,23,22,222,231,212,223,221,221,201,21,31,3,hs,231,231,2001
New Jersey,10662,Romney,yes,east,White,83,"$50,000 to under $75,000",hs,Female,0.453258977,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,42,44,41,412,441,412,414,411,121,401,21,41,4,hs,331,231,431
New Jersey,10373,Obama,yes,east,White,64,"75 to under $100,000",postgrad,Male,2.125,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,13125,Romney,yes,east,White,84,"$1,000 to $1,999",hs,Male,0.764,Not Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,42,44,42,422,441,412,424,421,221,401,21,41,4,hs,331,231,431
New Jersey,7511,Romney,yes,east,White,27,"Less than $10,000",hs,Female,8.125,Married,2.273727547,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,42,41,41,412,411,412,411,411,121,401,21,11,1,hs,131,231,431
New Jersey,9163,Obama,yes,east,White,63,"$150,000 or more",postgrad,Male,3.75,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,3821,Romney,yes,east,Black,18,"40 to under $50,000",hs,Male,3.333333333,Never been married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,11,12,11,12,122,111,112,121,121,221,101,21,11,1,hs,131,231,1001
New Jersey,15061,Obama,yes,east,White,53,"Over $75,000",postgrad,Male,0.386,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,10834,Obama,yes,east,White,64,(DO NOT READ) Don't know/Refused,postgrad,Female,0.639211378,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,41,414,431,414,413,411,141,401,41,31,3,col,231,131,431
New Jersey,15917,Obama,yes,east,White,75,35 to under 50 thousand,postgrad,Female,0.562741,Widowed,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,44,44,41,414,441,414,414,411,141,401,41,41,4,col,331,131,431
New Jersey,7301,Romney,yes,east,White,57,"Less than $10,000",somecol,Male,1.75,Don't know/Refused (VOL.),0.489725933,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,45,43,42,425,431,415,423,421,251,401,51,31,3,hs,231,231,431
New Jersey,54,Obama,yes,east,White,61,OVER $100K,postgrad,Male,0.854,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,8902,Obama,yes,east,White,62,(VOL.) Don't know/Refused,zzz,Male,2,Never been married,0.559686781,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,46,43,42,426,431,416,423,421,261,401,61,31,3,zzz,231,331,431
New Jersey,15006,Romney,yes,east,White,27,"Over $75,000",col,Male,1.093,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,41,41,42,421,411,411,421,421,211,401,11,11,1,col,131,131,431
New Jersey,8720,Other,yes,east,White,72,"40 to under $50,000",somecol,Male,2.375,Married,0.664628052,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,1,4,41,45,44,42,425,441,415,424,421,251,401,51,41,4,hs,331,231,431
New Jersey,6654,Romney,yes,east,White,68,"50 to under $75,000",postgrad,Male,1.5,Married,0.419765086,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,44,44,42,424,441,414,424,421,241,401,41,41,4,col,331,131,431
New Jersey,6998,Obama,yes,east,White,58,"30 to under $40,000",nohs,Female,8.125,Divorced,2.273727547,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,43,43,41,413,431,413,413,411,131,401,31,31,3,hs,231,231,431
New Jersey,1075,Romney,yes,east,White,44,OVER $100K,col,Female,0.7784,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,41,41,42,41,411,421,411,412,411,111,401,11,21,1,col,131,131,431
New Jersey,10720,Obama,yes,east,White,48,"$75,000 to under $100,000",somecol,Female,1.383020981,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,45,43,41,415,431,415,413,411,151,401,51,31,3,hs,231,231,431
New Jersey,5922,Obama,yes,east,White,66,"100 to under $150,000",hs,Male,3.333333333,Married,0.932811301,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,42,44,42,422,441,412,424,421,221,401,21,41,4,hs,331,231,431
New Jersey,11599,Obama,yes,east,White,60,"$10,000 to $14,999",postgrad,Male,0.236,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,8728,Obama,yes,east,White,57,"75 to under $100,000",hs,Female,4.083333333,Married,1.142693844,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,42,43,41,412,431,412,413,411,121,401,21,31,3,hs,231,231,431
New Jersey,53,Obama,yes,east,Black,68,$75-100K,somecol,Male,0.6188,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,11,15,14,12,125,141,115,124,121,251,101,51,41,4,hs,331,231,1001
New Jersey,6581,Obama,yes,east,White,49,(VOL.) Don't know/Refused,postgrad,Female,4.791666667,Married,1.340916246,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,41,414,431,414,413,411,141,401,41,31,3,col,231,131,431
New Jersey,3738,Obama,yes,east,White,22,"50 to under $75,000",hs,Male,5.625,Never been married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,42,41,42,422,411,412,421,421,221,401,21,11,1,hs,131,231,431
New Jersey,9394,Romney,yes,east,White,27,"$150,000 or more",hs,Male,7.958333333,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,42,41,42,422,411,412,421,421,221,401,21,11,1,hs,131,231,431
New Jersey,16180,Romney,yes,east,White,69,20 to under 35 thousand,hs,Male,0.6590124,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,42,44,42,422,441,412,424,421,221,401,21,41,4,hs,331,231,431
New Jersey,12987,Obama,yes,east,Other,53,"$10,000 to $14,999",postgrad,Male,0.34,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,31,34,33,32,324,331,314,323,321,241,301,41,31,3,col,231,131,3001
New Jersey,6398,Obama,yes,east,White,50,"75 to under $100,000",col,Male,3.208333333,Never been married,0.897830878,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,41,43,42,421,431,411,423,421,211,401,11,31,3,col,231,131,431
New Jersey,16447,Obama,yes,east,White,56,100 thousand or more,postgrad,Male,0.7920257,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,7722,Obama,yes,east,Hispanic,24,"30 to under $40,000",hs,Male,2,Never been married,0.559686781,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,21,22,21,22,222,211,212,221,221,221,201,21,11,1,hs,131,231,2001
New Jersey,4198,Obama,yes,east,White,63,"50 to under $75,000",col,Male,2.25,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,41,43,42,421,431,411,423,421,211,401,11,31,3,col,231,131,431
New Jersey,13127,Obama,yes,east,White,32,"$4,000 to $4,999",col,Male,0.652,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,41,41,42,42,421,421,411,422,421,211,401,11,21,1,col,131,131,431
New Jersey,10607,Romney,yes,east,zzz,71,(DO NOT READ) Don't know/Refused,somecol,Male,0.383526827,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,51,55,54,52,525,541,515,524,521,251,501,51,41,4,hs,331,231,5001
New Jersey,4693,Romney,yes,east,White,50,"$150,000 or more",somecol,Male,5.083333333,Living with a partner,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,45,43,42,425,431,415,423,421,251,401,51,31,3,hs,231,231,431
New Jersey,10259,Obama,yes,east,White,75,"40 to under $50,000",somecol,Male,1.333333333,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,45,44,42,425,441,415,424,421,251,401,51,41,4,hs,331,231,431
New Jersey,10339,Romney,yes,east,White,61,"100 to under $150,000",hs,Female,4.791666667,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,42,43,41,412,431,412,413,411,121,401,21,31,3,hs,231,231,431
New Jersey,1072,Obama,yes,east,White,44,OVER $100K,postgrad,Male,0.8298,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,2,41,44,42,42,424,421,414,422,421,241,401,41,21,1,col,131,131,431
New Jersey,7516,Obama,yes,east,Black,58,"30 to under $40,000",hs,Female,6.125,Never been married,1.714040766,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,11,12,13,11,112,131,112,113,111,121,101,21,31,3,hs,231,231,1001
New Jersey,16831,Romney,yes,east,White,46,20 to under 35 thousand,col,Female,1.5542226,Separated,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,41,43,41,411,431,411,413,411,111,401,11,31,3,col,231,131,431
New Jersey,9637,Obama,yes,east,White,74,"50 to under $75,000",postgrad,Male,1.458333333,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,44,44,42,424,441,414,424,421,241,401,41,41,4,col,331,131,431
New Jersey,10361,Romney,yes,east,Other,99,(VOL.) Don't know/Refused,col,Male,2.541666667,NA,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,31,31,34,32,321,341,311,324,321,211,301,11,41,4,col,331,131,3001
New Jersey,4504,Obama,yes,east,Black,60,"Less than $10,000",somecol,Female,1.458333333,Separated,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,11,15,13,11,115,131,115,113,111,151,101,51,31,3,hs,231,231,1001
New Jersey,14722,Obama,yes,east,White,74,"$15,000-$30,000",somecol,Female,0.228,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,45,44,41,415,441,415,414,411,151,401,51,41,4,hs,331,231,431
New Jersey,7295,Obama,yes,east,White,20,(VOL.) Don't know/Refused,hs,Female,5.208333333,Never been married,1.457517658,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,42,41,41,412,411,412,411,411,121,401,21,11,1,hs,131,231,431
New Jersey,16444,Romney,yes,east,White,56,100 thousand or more,somecol,Male,0.7920257,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,45,43,42,425,431,415,423,421,251,401,51,31,3,hs,231,231,431
New Jersey,4078,Romney,yes,east,White,59,"$150,000 or more",postgrad,Male,2.958333333,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,44,43,42,424,431,414,423,421,241,401,41,31,3,col,231,131,431
New Jersey,11597,Obama,yes,east,White,60,(Refused),col,Female,0.236,Married,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,41,43,41,411,431,411,413,411,111,401,11,31,3,col,231,131,431
New Jersey,10626,Obama,yes,east,White,70,"$75,000 to under $100,000",postgrad,Male,0.430014927,NA,1,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,4,41,44,44,42,424,441,414,424,421,241,401,41,41,4,col,331,131,431
New Jersey,13155,Romney,yes,east,White,29,"$7,500 to $9,999",postgrad,Male,0.746,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,41,44,41,42,424,411,414,421,421,241,401,41,11,1,col,131,131,431
New Jersey,8723,Obama,yes,east,Hispanic,23,"10 to under $20,000",somecol,Female,4.083333333,Never been married,1.142693844,1,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,1,21,25,21,21,215,211,215,211,211,151,201,51,11,1,hs,131,231,2001
New Jersey,16170,Romney,yes,east,White,64,50 to under 75 thousand,somecol,Male,0.7920257,Married,1,0,34,NJ,22,east,acela,0.099458026,0.138347174,0.656648181,0.127074067,0.67,0.384729013,0.606719153,0.589846947,0.012538823,0,3,41,45,43,42,425,431,415,423,421,251,401,51,31,3,hs,231,231,431
New Mexico,6505,Romney,yes,west,White,70,(VOL.) Don't know/Refused,somecol,Female,1.416666667,Married,0.396444803,0,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,332,232,432
New Mexico,12367,Romney,yes,west,White,69,"$15,000 to $19,999",col,Male,0.39,Married,1,0,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,4,44,41,44,42,421,444,441,424,424,214,409,14,44,4,col,332,132,432
New Mexico,4589,Obama,yes,west,Hispanic,37,"50 to under $75,000",somecol,Female,6.791666667,Married,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,2,24,25,22,21,215,224,245,212,214,154,209,54,24,1,hs,132,232,2009
New Mexico,13448,Obama,yes,west,White,58,"$1,000 to $1,999",postgrad,Male,0.281,Not Married,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,232,132,432
New Mexico,878,Obama,yes,west,Hispanic,52,$25-30K,hs,Male,1.7273,NA,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,24,22,23,22,222,234,242,223,224,224,209,24,34,3,hs,232,232,2009
New Mexico,10202,Romney,yes,west,White,45,"Less than $10,000",col,Male,2.833333333,NA,1,0,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,44,41,43,42,421,434,441,423,424,214,409,14,34,3,col,232,132,432
New Mexico,3666,Romney,yes,west,White,74,"20 to under $30,000",hs,Male,2.041666667,Married,1,0,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,4,44,42,44,42,422,444,442,424,424,224,409,24,44,4,hs,332,232,432
New Mexico,13500,Obama,yes,west,White,60,"$5,000 to $7,499",hs,Female,2.82,Married,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,44,42,43,41,412,434,442,413,414,124,409,24,34,3,hs,232,232,432
New Mexico,16557,Obama,yes,west,White,66,35 to under 50 thousand,somecol,Female,0.4772795,Married,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,332,232,432
New Mexico,12972,Obama,yes,west,White,48,"$2,000 to $2,999",somecol,Male,0.671,Married,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,44,45,43,42,425,434,445,423,424,254,409,54,34,3,hs,232,232,432
New Mexico,15604,Obama,yes,west,Hispanic,75,"$30,000-$50,000",hs,Female,1.336,Married,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,4,24,22,24,21,212,244,242,214,214,124,209,24,44,4,hs,332,232,2009
New Mexico,1948,Obama,yes,west,White,58,OVER $100K,col,Male,0.6988,NA,1,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,44,41,43,42,421,434,441,423,424,214,409,14,34,3,col,232,132,432
New Mexico,8672,Obama,yes,west,White,62,"$150,000 or more",postgrad,Male,1.583333333,Married,0.443085368,1,35,NM,85,west,interior,0.406461804,0.020790707,0.468807395,0.399942303,0.71,0.558230902,0.538084361,0.552952046,0.041637906,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,232,132,432
